line_no,name,building_type,start_dynasty,start_year,century,century_num,province,address,start_time_confidence,建筑结构体系_terms,建筑材料_terms,建筑功能_terms,营造技艺_terms,建筑空间布局_terms,material_categories
1639,龙家大院,民居,宋,1078,11世纪,11,湖南省,湖南省永州市新田县,0.95,穿斗式木构架;抬梁式木构架;砖木混合结构,木材;石材;泥塑材料;彩绘颜料,私塾;书楼;长工房;库房;马厩,木雕;石刻;泥塑;彩绘,围院结构;堂屋;亭;榭楼;池塘布局,木材类;石材类
1645,荫家堂,民居,清,1823,19世纪,19,湖南省,湖南省邵阳市邵东县,0.99,砖木结构;外庭院内天井;封火山墙,青砖;木材;石材;糯米灰浆,祠堂;天井采光通风;家族祭祀;公共交流空间,四水归堂;原工艺修缮;天井排水系统,纵四进横十一排;中轴对称;天井院落群;连廊交通系统,木材类;灰浆胶结类;石材类;砖瓦类
1655,兵书阁与文星桥,桥梁,清,1664,17世纪,17,湖南省,湖南省怀化市通道侗族自治县,0.95,木构架;穿斗式,石材;木材,交通枢纽;历史文化名城,榫卯结构;雕花装饰,轴线对称;院落组合,木材类;石材类
1656,广利桥,桥梁,清,1773,18世纪,18,湖南省,湖南省永州市东安县,0.98,三拱廊桥;木结构;石砌拱,青石条;填土,交通通行;济民便民,金鸡脚;豆腐腰;薄拱脚;尖钩状迎水,东西走向;三跨布局;廊道式,土类;石材类
1659,王船山故居及墓,民居,清,1675,17世纪,17,湖南省,湖南省衡阳市衡阳县,0.98,砖木结构;一进三间,砖;木材;汉白玉,居所;书房;堂屋,传统湘南民居营造法;砖木榫卯工艺,坐北朝南;一进三间;左居室右书房,木材类;砖瓦类
1660,田家大院,民居,宋,1044,11世纪,11,湖南省,湖南省张家界市永定区,0.95,天井式四合院;封火墙建筑,砖木结构;砖;木材,故居;书院,穿斗式构架;封火墙砌筑;天井排水系统,坐北朝南;东西对称;天井式;四合院布局,木材类;砖瓦类
1661,安化风雨桥,桥梁,清,1644,17世纪,17,湖南省,湖南省益阳市安化县,0.75,木构廊桥;抬梁式,木材;砖石,交通连接;遮风避雨;村落节点,榫卯结构;穿斗式构架,分散布局;跨水设桥,木材类;石材类;砖瓦类
1662,石堰坪古建筑群,民居,清,1644,17世纪,17,湖南省,湖南省张家界市永定区,0.95,穿斗式;吊脚楼,青石;小青瓦;木材,上人下畜,雕瓜柱;挑出檐;刻齐筒;画看梁,依山就势;集中成片;无固定朝向,木材类;石材类;砖瓦类
1667,潮州老城古民居建筑群,民居,明,1368,14世纪,14,广东省,广东省潮州市湘桥区,0.95,四点金;驷马拖车,木材;石雕;灰塑;嵌瓷;金漆木雕,从厝;火巷;后包;书斋;花园,金漆木雕;石雕;灰塑;嵌瓷;彩画,主体院落;从厝;火巷;后包;书斋,木材类;石材类
1668,镇海楼与广州明城墙,官府,明,1380,14世纪,14,广东省,广东省广州市越秀区,0.99,歇山顶;复檐五层;长方体状楼体;青砖墙;红石砌筑,红砂岩;青砖;绿琉璃瓦;石湾鳌鱼花脊,军事防御;博物院;历史陈列,逐层递减墙体;红石基础砌筑;青砖上层砌筑,坐北朝南;长方形平面;中轴线起点;敞开式正立面,石材类;砖瓦类
1672,清晖园,民居,明,1621,17世纪,17,广东省,广东省佛山市顺德区,0.92,轻巧灵活结构;开敞通透布局;前疏后密结构;前低后高布局,镂空木雕花板;砖雕;灰雕;古树名木,日常生活起居;府邸宅园;庭院居住空间,镂空木雕;砖雕工艺;灰雕技艺;园林融合技法,三区布局;水庭中心布局;主次分明空间;曲廊小桥串联;巷院兼通结构,木材类;砖瓦类
1673,长围村围屋,民居,清,1855,19世纪,19,广东省,广东省韶关市始兴县,0.98,围院结构;长方形结构,河石;青砖;瓦木,祖堂;民居;围楼,天井排水;靠栏构造;青砖铺地,坐北向南;三厅二井;二厅四房;天井布局,木材类;石材类;砖瓦类
1677,永宁州城城墙,官府,明,1477,15世纪,15,广西壮族自治区,广西壮族自治区桂林市永福县,0.98,石砌城墙;矩形平面,料石;石城,州城;县城,土城始建;石城改筑,四门制;矩形城池,石材类
1678,大芦村古建筑群,民居,明,1522,16世纪,16,广西壮族自治区,广西壮族自治区钦州市灵山县,0.95,木构架体系;穿斗式结构,青砖;灰瓦;木材,宗法制度载体;民间艺术研究对象;风土习俗实证,古代营造法式;岭南传统工艺,院落式布局;岭南建筑风格;严谨对称布局,木材类;砖瓦类
1679,富川瑶族风雨桥群,桥梁,明,1573,16世纪,16,广西壮族自治区,广西壮族自治区贺州市富川瑶族自治县,0.85,石拱木构;廊屋亭阁一体,石材;木材,遮风挡雨;交通通行;景观点缀,石拱砌筑;木构榫卯;廊亭一体营造,廊屋亭阁一体;跨河布局,木材类;石材类
1682,惠爱桥,桥梁,清,1644,17世纪,17,广西壮族自治区,广西壮族自治区北海市合浦县,0.6,石拱桥,石材,古建筑;历史纪念建筑物,拱券砌筑,西门外,石材类
1705,乡城夯土碉楼,民居,明,1368,14世纪,14,四川省,四川省甘孜藏族自治州乡城县,0.85,碉楼结构;高层防御塔式结构,生土;砖;石;混凝土,防卫;居住,夯土技术;中西合璧营造法,开敞空间;居楼布局,土类;石材类;砖瓦类
1714,泸县龙桥群,桥梁,明,1368,14世纪,14,四川省,四川省泸州市泸县,0.95,石梁桥;桥头堡结构;墩梁式,条石;石板;粗凿石材,防滑加固;桥梁防护;交通连接,无榫卯干砌;凹槽嵌梁;石面糙凿,依地形布桥;分散式布局;溪流适配形制,石材类
1716,潼川古城墙,官府,明,1522,16世纪,16,四川省,四川省绵阳市三台县,0.92,纵联式券拱;谯楼;双扇铁皮木质大门,条石;石头城墙;一钉石一横石相间垒砌,军事防御;防洪,纵联式券拱;条石垒砌;浅浮雕花卉卷草纹饰,四门制;东西南北对称布局,石材类
1727,宜宾大观楼,官府,明,1522,16世纪,16,四川省,四川省宜宾市翠屏区,0.92,斗拱木质结构;三重檐歇山顶;长方形平面,石材;木材;灰色琉璃瓦;黑色盘龙脊宝顶,谯楼;图书馆阅览室,斗拱结构;歇山顶营造;琉璃瓦铺作,十字形通道;石梯通厅;底层架空,木材类;石材类;砖瓦类
1734,筹边楼,官府,唐,830,9世纪,9,四川省,四川省阿坝藏族羌族自治州理县,0.95,重檐歇山式;木结构,木材;青瓦;红柱,多民族历史见证;红色文化遗址;临时指挥部,榫卯结构;飞檐构造;歇山屋顶营造,中部立柱隔间;神龛布局,木材类;砖瓦类
1738,寿安陈家大院,民居,清,1736,18世纪,18,四川省,四川省成都市温江区,0.85,穿斗式;木结构,木材,住宅;宗祠;园林,封檐板雕刻;神秘文字符号装饰,十二院落;组合紧凑;布局大方合理,木材类
1741,川北道贡院,官府,清,1653,17世纪,17,四川省,四川省南充市阆中市,0.98,木构架;抬梁式,青砖;木材;灰瓦,乡试考场;科举试院;教育展示场所,传统榫卯;对称布局营造,坐北向南;分区布局;前院考场;格局完整,木材类;砖瓦类
1747,泸县屈氏庄园,民居,清,1796,18世纪,18,四川省,四川省泸州市泸县,0.95,砖木结构;土木结构,糯米灰浆;石灰砖,旅游景区;民居,画栋雕梁;川南民居营造技艺,船形布局;多进院落;围院结构,灰浆胶结类;石材类;砖瓦类
1750,镇远城墙,官府,明,1389,14世纪,14,贵州省,贵州省黔东南苗族侗族自治州镇远县,0.98,依山就势;环山围河;卫城体系;府卫双城,石屏山石;本地石材,军事重镇;交通要道;边防防御;苗疆古城,因地制宜;山地筑城,太极格局;依山傍水;府卫隔河;环山抱水,石材类
1754,榕江大利村古建筑群,民居,明,1368,14世纪,14,贵州省,贵州省黔东南苗族侗族自治州榕江县,0.75,吊脚楼;侗家四合楼院,木材;石灰石;重晶石;粘土,集会议事;休闲娱乐,穿斗式木构;榫卯结构;干栏营造法,溪谷依势布局;层叠上坡;花桥跨溪;石板路网,土类;木材类;灰浆胶结类;石材类
1756,岩门长官司城,官府,明,1382,14世纪,14,贵州省,贵州省黔东南苗族侗族自治州黄平县,0.85,青石砌筑;墙垛结构,青石;料石,军事防御;土司治所,依山就势;青石精砌;墙垛安砌,依山就势;背山面水,石材类
1760,金勾风雨桥,桥梁,清,1884,19世纪,19,贵州省,贵州省黔东南苗族侗族自治州从江县,0.98,伸臂梁结构;毛石混凝土桥墩;片石垒砌桥墩;鹅卵石垒砌桥墩,原木;毛石混凝土;片石;鹅卵石;木板,风雨桥;花桥,加长伸臂梁;层叠出挑,五层密檐鼓楼楼冠;歇山式屋顶;单檐屋顶;长廊式布局,土类;木材类;石材类
1773,侬氏土司衙署,官府,元,1368,14世纪,14,云南省,云南省文山壮族苗族自治州广南县,0.9,抬梁式;穿斗式,砖石;木材,正堂;签押房;家祠;五凤楼,榫卯结构;雕花装饰;石作台基,围院结构;坐北朝南;中轴对称,木材类;石材类;砖瓦类
1775,沘江古桥梁群,桥梁,明,1628,17世纪,17,云南省,云南省大理白族自治州云龙县,0.96,木梁桥;浮桥;拱桥;吊桥;风雨桥,木材;藤绳;铁链;木枋,交通通行;行人歇息;文化遗产保护,木枋交错架叠;挑梁衔接;藤绳编织;瓦顶覆盖,桥亭;木板遮挡;廊道式布局,木材类;金属类
1782,星宿桥和丰裕桥,桥梁,明,1614,17世纪,17,云南省,云南省楚雄彝族自治州禄丰县,0.99,尖拱石桥;圆拱石桥;六墩七孔;四墩五孔,红砂石;糯米灰浆;石灰掺糯米浆,交通要道;石栏护桥;桥头楼阁,石砌拱券;碑刻装饰;斗拱飞檐,东西走向;南北走向;四柱三门牌楼;十柱九门石阙,灰浆胶结类;石材类
1784,建水朱家花园,民居,清,1730,18世纪,18,云南省,云南省红河哈尼族彝族自治州建水县,0.95,抬梁式;穿斗式,砖石;木材,家宅;宗祠,传统木构;榫卯结构,纵三横四;五间六耳五间厅;一大天井附四小天井;院落并列联排,木材类;石材类;砖瓦类
1790,红河县东门楼及迤萨民居,民居,清,1644,17世纪,17,云南省,云南省红河哈尼族彝族自治州红河县,0.65,抬梁式;穿斗式,砖石;生土,行政区;府邸,夯土墙;木雕,合院式;多进院落,土类;石材类;砖瓦类
1793,拉让宁巴,民居,唐,1368,14世纪,14,西藏自治区,西藏自治区拉萨市城关区,0.75,藏式四合院;三层木构架;立柱承重结构,大红立柱;彩色围栏;木材,唐卡艺术画廊;公租房;军事司令部旧址,传统藏式木作;彩绘装饰工艺,临街门面房;内院通道式;平顶可上人屋面,木材类
1795,邦达仓,民居,清,1368,14世纪,14,西藏自治区,西藏自治区拉萨市城关区,0.65,森厦式;天井采光结构;藏式柱头支撑结构,阿嘎土;夯土;木材,仓储功能;宅第功能;酒店功能,铜皮包裹楼梯;铁花栏杆工艺;铁钉加固木梯,三进天井布局;坐北朝南格局;逐级抬升布局,土类;木材类
1797,桑珠颇章,民居,明,1642,17世纪,17,西藏自治区,西藏自治区拉萨市城关区,0.95,藏式木石结构;承重墙体系,石梯;砖石,民居;商铺;办公用房;社区卫生服务站,维修工程,坐北朝南;围院结构;三层布局;临街商铺,石材类;砖瓦类
1799,冲赛康,官府,清,1728,18世纪,18,西藏自治区,西藏自治区拉萨市城关区,0.98,藏式三层楼房;院落式结构,木材;砖石,驻藏大臣衙门;居所;行政办公,传统藏式营造;木构架技术,中轴对称;双院落布局;门狮装饰,木材类;石材类;砖瓦类
1800,拉鲁颇章,民居,清,1780,18世纪,18,西藏自治区,西藏自治区拉萨市城关区,0.85,藏式建筑;三层结构,石材;木材;夯土,家族宅邸;社区办公;颇章,藏式木构;石砌墙体;平顶屋面,坐北朝南;院落布局;湖上建筑;廊桥连接,土类;木材类;石材类
1834,骡帮会馆,官府,清,1644,17世纪,17,陕西省,陕西省商洛市山阳县,0.6,合院式;抬梁式,石室;石刻;砖石,会馆;商帮议事;旅居接待,雕花门窗;砖雕;木构架,中轴对称;多进院落;前厅后寝,石材类;砖瓦类
1835,桥上桥,桥梁,清,1660,17世纪,17,陕西省,陕西省渭南市华县,0.95,双重石拱桥;桥上桥结构;多孔拱桥,花岗岩;石条砌筑,界桥;交通水利设施;历史地标,叠桥建造;石拱砌筑;因势加建,东西走向;上下桥垂直对应;九孔对称布局,石材类
1837,毓秀桥,桥梁,清,1702,18世纪,18,陕西省,陕西省渭南市韩城市,0.99,石拱桥;纵联式拱碹;厚拱厚墩;半圆框形拱,花岗石;青石;石条,交通要道;古驿道桥梁,铁锭加固;灌铁水工艺,多孔连拱;南北走向;长桥布局,石材类
1849,洮州卫城,官府,东汉,1379,14世纪,14,甘肃省,甘肃省甘南藏族自治州临潭县,0.85,城墙;马面;角墩;护城池,古砖;雉堞,卫城;指挥使司;县政府驻地;苏维埃政权驻地,依山就势;夯土筑城;砖包墙技术,前后城结构;分隔墙垣;山地城址;烽火台,砖瓦类
1852,青城古民居,民居,宋,1038,11世纪,11,甘肃省,甘肃省兰州市榆中县,0.98,单面坡;人字梁架;单檐硬山顶;前出廊结构,砖木结构,民居建筑;公共建筑;宗教建筑,单面坡;人字梁架;单檐硬山顶;前出廊结构,有机系统;复合功能布局,木材类;砖瓦类
1856,酒泉鼓楼,官府,东晋,346,4世纪,4,甘肃省,甘肃省酒泉市肃州区,0.96,台基;通天柱;金柱;外檐柱;攒尖顶,夯土;青砖;陶制宝瓶,谯楼;钟鼓楼;城门楼,砖雕仿木斗拱;欧体门额;神瑞画砖雕,十字街心;四面券门;马道登台,土类;砖瓦类
1864,保安古屯田寨堡古建筑群,民居,明,1392,14世纪,14,青海省,青海省黄南藏族自治州同仁县,0.95,寨墙;寨门;木阁门楼;封闭式防御结构,木材;雕刻木构件;柱头;扎口板,军事防御;屯田驻守;集居防卫;卫所遗存,木雕装饰;花卉雕刻;吉祥图案雕刻;动物纹样雕刻,方正规矩布局;院舍建筑;住宅密集;巷道幽深;依山就势,木材类
1885,惠远钟鼓楼,官府,清,1882,19世纪,19,新疆维吾尔自治区,新疆维吾尔自治区伊犁哈萨克自治州霍城县,0.96,砖台木架结构;三层三重檐歇山顶;十字交叉筒券通道,青砖;夯土;琉璃瓦;方砖,报时;交通节点;城市地标,三出五进砌法;斗拱承檐;旋子彩画,方形平面;面阔三间;三层柱网结构,土类;砖瓦类
1896,邢台清风楼,官府,唐,1467,15世纪,15,河北省,河北省邢台市桥东区,0.85,重檐歇山顶;减柱造;抬梁式;斗拱;砖砌台基,布瓦;砖;石材;木材,图书馆;文物展厅;公共展示空间,减柱造;插金梁;落架维修;五踩重昂斗拱,面阔五间;进深三间;回廊;平座;双层楼阁,木材类;石材类;砖瓦类
1904,原平普济桥,桥梁,金,1115,12世纪,12,山西省,山西省原平市,0.75,石拱桥,石材,全国重点文物保护单位;桥梁,拱券砌筑,南门外;镇外桥,石材类
1946,于成龙故居,民居,清,1617,17世纪,17,山西省,山西省方山县,0.85,四合院;清代木构架,木材;砖石,住宅;故居,传统修复;简朴风格营造,坐北朝南;正房厢房布局;围院结构,木材类;石材类;砖瓦类
1949,解州同善义仓,官府,清,1880,19世纪,19,山西省,山西省运城市盐湖区,0.98,抬梁式;围院结构,砖石;木材,仓储;义仓,防潮工艺;防盗构造,坐南朝北;围院式布局;前院后场,木材类;石材类;砖瓦类
1950,曲沃薛家大院,民居,清,1875,19世纪,19,山西省,山西省曲沃县,0.95,抬梁式木构架;穿斗式木构架;砖木混合结构,石材;木材;彩绘材料,办公用房;民居,石雕;木雕;彩绘,三进院落;坐北朝南;厢房对称布局,木材类;石材类
1956,永安石桥,桥梁,清,1641,17世纪,17,辽宁省,辽宁省沈阳市于洪区,0.98,砖拱桥;三孔拱券;二龙驮桥,青砖;条石;石材,御道桥梁;交通要道;谒陵通道,浮雕装饰;石作工艺;券拱砌筑,东西走向;对称布局;栏柱序列;抱鼓石配置,石材类;砖瓦类
1957,垂虹断桥,桥梁,宋,1048,11世纪,11,江苏省,江苏省苏州市吴江区,0.98,石墩木桥;连拱石桥;多孔石桥,木材;石材;石墩,交通桥梁;观景亭桥,连拱砌筑;桥亭结合;石桥营造,桥心设亭;多孔连拱布局;轴线对称,木材类;石材类
1961,南京鼓楼,官府,明,1382,14世纪,14,江苏省,江苏省南京市鼓楼区,0.99,无梁结构;歇山顶;重檐四落水;城阙状台座,砖石;木材;碑石,报时中心;仪仗庆典场所;碑楼;政务警示建筑,拱形砌筑;官式砖构;无梁拱券,上下两层;三券门;红墙围合;坐东北朝西南,木材类;石材类;砖瓦类
1963,常州唐氏民宅,民居,明,1488,15世纪,15,江苏省,江苏省常州市天宁区,0.95,木构梁架;抬梁式,楠木;砖石;碑刻石材,纪念馆;民居,江南民居木构技艺;明清营造法,唐氏八宅;多堂合院;四合院式布局,木材类;石材类;砖瓦类
1967,杭州忠义桥,桥梁,宋,1218,13世纪,13,浙江省,浙江省杭州市西湖区,0.98,单孔石拱桥;圆弧形拱,弧形条石;拱石;石砌,交通桥梁;纪念性建筑,分节并列砌筑法;石拱砌筑,台阶式引桥;单跨布局;窄桥面,石材类
1970,南渡广济桥,桥梁,宋,961,10世纪,10,浙江省,浙江省宁波市奉化区,0.98,木石结构;抬梁式;梯形桥墩;榫卯结构,石材;木材;条石;木板,廊桥;驿站桥梁;茶亭;碑亭,榫卯结构;落架大修;梯形条石桥墩工艺;传统石作,四孔桥;22楹廊屋;五间阔;引桥小屋,木材类;石材类
1974,湖州潮音桥,桥梁,明,1539,16世纪,16,浙江省,浙江省湖州市吴兴区,0.98,三孔石拱桥;拱桥,石材;石质栏板;石狮,人行桥;桥里桥,并列石阶;次孔人行道,东西向跨河;临河街市,石材类
1976,紫薇山民居,民居,明,1368,14世纪,14,浙江省,浙江省东阳市,0.95,木构架;抬梁式,青砖;木材;石材,尚书第;大夫第;将军第,雕花门窗;榫卯结构;东阳木雕,三条轴线;前后六进;前后五进;附属建筑;厢房,木材类;石材类;砖瓦类
1978,赤岸朱宅建筑群,民居,明,1573,16世纪,16,浙江省,浙江省义乌市,0.85,抬梁式;三进两院;廊式四合院;川堂结构,石子巷;砖石,宅第;理学居所;三合院住宅,明代梁架;柱础形制;木雕技艺,屋宇连栋;三进两院一川堂;廊式四合院;三合院扩建,石材类;砖瓦类
1979,厚吴村古建筑群,民居,宋,1217,13世纪,13,浙江省,浙江省永康市,0.95,木构架;抬梁式,青砖;木材;石材,宗祠;老宅;司马第;衍庆堂;存诚堂,雕刻艺术;绘画艺术;建筑艺术,村落形态完整;古建筑群集中;历史环境保存较好,木材类;石材类;砖瓦类
1982,余姚通济桥,桥梁,宋,1047,11世纪,11,浙江省,浙江省余姚市,0.98,三孔石拱桥;陡拱式;薄墩薄拱;半圆形驼峰式,石材;木桩;铁,交通要道;纤道,联锁分节并列砌筑法;木桩基础,主跨突出;桥面台阶与车马道结合;两端宽中间窄,木材类;石材类;金属类
1983,金清大桥,桥梁,清,1775,18世纪,18,浙江省,浙江省温岭市,0.96,五孔石拱桥;纵联分节并列结构;拱券结构,条石;石栏板;木石结构;望柱,交通要道;内河运输枢纽;海运通道,官式桥梁结构;浅雕;浮雕装饰;地方传统民间工艺,曲折桥身;四角攒尖亭;石阶连接平台;对称方亭布局,木材类;石材类
1985,兰溪通洲桥,桥梁,清,1662,17世纪,17,浙江省,浙江省兰溪市,0.85,石拱桥;六墩五孔;纵联砌筑;半圆形拱券,青石;条石;木构廊屋,交通要道;历史古迹,纵联砌筑;廊桥修缮,廊屋二十一间;歇山顶桥亭;重檐歇山顶门楼;翼角起翘廊亭,木材类;石材类
1986,雅端村古建筑群,民居,清,1736,18世纪,18,浙江省,浙江省义乌市,0.92,四合院;三合院;五路六院;厢房结构,木材;砖石,宗祠;婚丧礼仪场所;祖屋;居住分房,雕刻工艺;传统木构,坐西朝东;中轴对称;院落组合;前堂后寝,木材类;石材类;砖瓦类
1989,东阳白坦民宅,民居,清,1796,18世纪,18,浙江省,浙江省东阳市,0.95,品字形布局;四合院;三合院;走马楼;金壞屋,木材;石材;壁画材料,宗法礼制空间;儒家文化载体,东阳木雕;石刻;壁画工艺;传统匠作体系,品字形布局;双轴线布局;坐西朝东;院落组合,木材类;石材类
1994,池河太平桥,桥梁,明,1375,14世纪,14,安徽省,安徽省定远县,0.98,石拱桥;多孔不等跨;砖石拱结构,砖石;白石,人行桥;交通要道,干修法;堆土券拱,正交布局;对称石狮排列;桥端立碑,石材类;砖瓦类
1997,屯溪镇海桥,桥梁,明,1491,15世纪,15,安徽省,安徽省黄山市屯溪区,0.96,石拱桥;六墩七孔;等腰三角形桥墩,石材;望柱石,交通连接;门户桥梁;步行通道,分水头;船头状桥墩,横跨横江;引桥结构;三江口位置,石材类
2003,歙县太平桥,桥梁,宋,1234,13世纪,13,安徽省,安徽省歙县,0.99,联拱式石拱桥;纵列式法券;实腹式石拱;重力式墩台,红色粉砂岩;青色泥灰质角砾岩,交通要道;城门通道;车行桥,长条石横列环砌;重力式墩台砌筑;实腹拱砌法,桥亭布局;轴线对景;三桥序列,其他材料
2004,巴慰祖宅,民居,明,1368,14世纪,14,安徽省,安徽省歙县,0.95,三进院落;楼阁式,木材;砖石,古民居;故居博物馆,传统木构;楼阁营造,坐北朝南;三进两厅;带楼阁布局,木材类;石材类;砖瓦类
2009,休宁登封桥,桥梁,明,1587,16世纪,16,安徽省,安徽省休宁县,0.98,纵列式法券;联拱石拱桥;九孔半圆形拱,青石;石栏,登山通道;桥亭;桥庙,石砌筑;石阶砌筑,引桥;石阶坡道;二柱冲天式石牌坊,石材类
2010,休宁同安堂,民居,清,1644,17世纪,17,安徽省,安徽省休宁县,0.95,清代式样;五进院落,砖雕;木雕;石材,徽商住宅;私家园林,砖雕工艺;木雕工艺;石作工艺,坐北朝南;五进格局;主屋与偏厅组合,木材类;石材类;砖瓦类
2017,建瓯值庆桥,桥梁,明,1488,15世纪,15,福建省,福建省建瓯市,0.92,伸臂叠梁;廊桥结构,木材;木构,神龛;祭祀空间,彩绘;明代题记,三神龛布局;廊屋式平面,木材类
2018,安溪土楼,民居,明,1372,14世纪,14,福建省,福建省安溪县,0.98,合院式结构;方形土楼;回形三层,生土;溪卵石;夯土墙,居住防御;家族聚居,石拱门;镌刻纪年,围院结构;虎牙;蜈蚣须护翼;池亭布局,土类;石材类
2020,芷溪宗祠建筑,民居,清,1644,17世纪,17,福建省,福建省连城县,0.85,祠居合一;复合型结构,石材,祠居合一;祭祀与居住复合功能,门楼装饰技艺;客家民居营造技艺,九厅十八井;多进院落布局,石材类
2022,泉港土坑村古建筑群,民居,明,1404,15世纪,15,福建省,福建省泉州市泉港区,0.92,穿斗式;抬梁式;硬山式;卷棚式,红砖;花岗岩;夯土;出砖入石,商住两用;海港集市;当铺;药铺,石雕;木雕;砖雕;泥灰雕,一进（一落）;中轴对称;村中街、街中村;四横五纵,土类;石材类;砖瓦类
2023,坂埔古厝,民居,清,1736,18世纪,18,福建省,福建省南安市,0.98,砖石木结构;抬梁式;穿斗式,红砖;白石;出砖入石,涉侨建筑;大厝;祠堂,出砖入石;平雕;透雕;圆雕,聚落布局;多座大厝组合;院落式,石材类;砖瓦类
2025,永泰庄寨建筑群,民居,唐,1644,17世纪,17,福建省,福建省永泰县,0.65,土木石结构;穿斗式;抬梁式,生土;木材;石材,居住防御一体;防御性民居;乡土防御建筑,传统木作;夯土技术,散点布局;山地台地布局;大型院落群,土类;木材类;石材类
2027,水美土堡群,民居,清,1847,19世纪,19,福建省,福建省沙县,0.95,土堡结构;均衡布局,生土;木材;砖石,防御聚居;家族聚居,木雕;石雕;彩绘,三堡并置;坐向各异;严谨对称,土类;木材类;石材类;砖瓦类
2032,龙南乌石围,民居,明,1573,16世纪,16,江西省,江西省龙南县,0.85,围院结构,生土;砖石;木材,客家围屋,夯土技术;糯米灰浆,围合式布局;中轴对称,土类;木材类;石材类;砖瓦类
2036,十都王家大屋,民居,清,1769,18世纪,18,江西省,江西省上饶市广丰区,0.98,砖木石结构,砖;木材;青石;鹅卵石,天井排水系统;多房间布局;水井供水;鱼池蓄水,榫卯结构;无楔工艺,厅堂廊室错落布局;天井院落式;推槽式圆门分隔,木材类;石材类;砖瓦类
2037,奎璧联辉民宅,民居,清,1743,18世纪,18,江西省,江西省广昌县,0.98,砖木结构;赣派民居,青砖;灰瓦;木材;砖石,商住合一;祭祀厅堂,木雕;石雕;砖雕,天井院落;坐西向东;多进庭院,木材类;石材类;砖瓦类
2038,浮梁县衙,官府,唐,816,9世纪,9,江西省,江西省浮梁县,0.98,木构架;抬梁式,石;砖石,县级政权机构;衙署;行政办公,榫卯结构;赣派营造法,中轴对称;坐北朝南;院落式布局;多进院落,石材类;砖瓦类
2039,玉山考棚,官府,清,1792,18世纪,18,江西省,江西省玉山县,0.95,青砖瓦房,青石条;卵石,科举考场;号舍,青砖砌筑;卵石铺地,甬道;两排号舍;单间布局,石材类
2043,洄村古楼,民居,明,1368,14世纪,14,山东省,山东省淄博市淄川区,0.85,组群式楼房;主楼配阁结构,木材;砖石,楼式四合院;客厅,传统维修技艺;风貌保持工艺,楼式四合院;主楼对厅布局;左右配阁,木材类;石材类;砖瓦类
2044,王渔洋故居,民居,明,1573,16世纪,16,山东省,山东省桓台县,0.95,四合院;五进四合院;三路并联布局,青砖;木构架;灰瓦,园林区;祭祀区,抬梁式;穿斗式;榫卯结构,三路建筑;五进四合院;四进四合院;倒座;后罩房,木材类;砖瓦类
2045,安阳永和桥,桥梁,宋,960,10世纪,10,河南省,河南省安阳县,0.95,桁架梁桥;斜拉桥;拱桥,木材;乔木,跨越障碍;连接两岸;通行功能,实腹梁制作;梁桥建造,等截面拱;变截面拱;拱轴线布局,木材类
2052,汝宁石桥,桥梁,明,1483,15世纪,15,河南省,河南省汝南县,0.98,五孔实腹联拱式;石桥;联拱结构,青石;长条青石;石砌,交通咽喉;跨河通道,纵向分节并列式券;纵联砌拱法;分水金刚雁翅,望柱栏板式;三层桥面构造;对称雕饰布局,石材类
2055,龙泉澧河石桥,桥梁,明,1368,14世纪,14,河南省,河南省叶县,0.65,石板平铺结构;多孔石桥;插铁串联桥墩,石灰岩;花岗岩;柳木桩;铁腰铁,交通要道;人车分行桥面,梅花形木桩基础;铁爪钉连接;戧水护堤,33孔桥;南北走向,木材类;灰浆胶结类;石材类;金属类
2074,高家花屋,民居,清,1781,18世纪,18,湖北省,湖北省竹山县,0.85,宫殿式;马头墙;飞檐,石雕;木雕;砖雕;青石;彩绘壁画,正房;粮仓;吊酒房;当铺;钱庄,石雕;木雕;砖雕;吉祥图案雕刻,多间院落;房间密集布局,木材类;石材类;砖瓦类
2075,南边民居,民居,清,1801,19世纪,19,湖北省,湖北省宜昌市夷陵区,0.95,天井院落;多进院落,砖石;木材;土木,民居;军用师部;小学,砖雕;石雕;木雕,天井院落;坎上坎下布局;山坡集中式,土类;木材类;石材类;砖瓦类
2078,中田村古建筑群,民居,明,1404,15世纪,15,湖南省,湖南省常宁市,0.95,砖瓦结构;一体式布局,砖;瓦,聚居村落;宗族居住,排水系统营造,座南朝北;户户相通;天井院落;巷道网络,砖瓦类
2079,许家桥将军府,官府,元,1368,14世纪,14,湖南省,湖南省永州市零陵区,0.8,抬梁式;穿斗式,青砖;木材;石材,官式宅院;住宅;府邸,榫卯结构;雕花装饰;四合院营造法,四进院落;两列并排;坐东朝西;合院式布局,木材类;石材类;砖瓦类
2080,板梁村古建筑群,民居,元,1358,14世纪,14,湖南省,湖南省永兴县,0.95,穿斗式;抬梁式,砖;石;木材,宗祠,砖雕;石雕;木雕,风水布局,木材类;石材类;砖瓦类
2083,杉木桥胡家大院,民居,清,1644,17世纪,17,湖南省,湖南省永州市零陵区,0.85,砖木结构;硬山顶;院落式,砖;木材,公厅屋;天井;门楼;横屋,明代遗风;清代民居技艺;断代标本,中轴对称;院落连体;横屋排列;多进院落,木材类;砖瓦类
